Question,Products_name
"Мясная пицца, сок","[""Мясная Medium"",""Добрый Апельсин 0.5""]"
Погнали! Додстер и арриву,"[""Аррива! Medium"",""Додстер""]"
"нас много и у нас вечеринка, есть никита, стас, пьеха и дюша метелкин, мы все веганы но любим сыр, собери нам 4-5 пицц , пару закусок, напитки на все х и один десерт","[""Бруслетики"",""Ветчина и грибы Medium"",""Ветчина и сыр Medium"",""Двойной цыпленок Medium"",""Добрый Кола Big"",""Маргарита Medium"",""Пепперони Medium"",""Сырная Medium"",""Четыре сезона Medium"",""Чизкейк Нью-Йорк (новая упаковка)""]"
Три разных напитка,"[""Коктейль Классический 0.3"",""Морс Вишня 0.45"",""Морс Клюква 0.45""]"
"Можно 7 пицц, пожалуйста","[""Ветчина и грибы Medium"",""Ветчина и сыр Medium"",""Двойной цыпленок Medium"",""Маргарита Medium"",""Пепперони Medium"",""Пепперони Фреш Medium"",""Четыре сезона Medium""]"
"Можно 8 пицц, пожалуйста","[""Ветчина и грибы Medium"",""Ветчина и сыр Medium"",""Двойной цыпленок Medium"",""Пепперони Фреш Medium"",""Сырная Medium"",""Чоризо фреш Medium"",""Аррива! Medium"",""Бургер-пицца Medium""]"
Можно морс и пиццу,"[""Морс Клюква 0.45"",""Пепперони Medium""]"
3 одинаковых пиццы,"[""Ветчина и грибы Medium"",""Ветчина и грибы Medium"",""Ветчина и грибы Medium""]"
додстер,"[""Додстер""]"
закажи на двоих человек пиццу,"[""Карбонара Small"",""Пепперони Small""]"
кола,"[""Добрый Кола Big""]"
пицца на компанию,"[""Мясной Микс с пастрами из говядины Medium"",""Ветчина и сыр Medium"",""Двойной цыпленок Medium"",""Песто Medium"",""Четыре сезона Medium""]"
хочу додстер,"[""Додстер""]"
хочу пиццу маленькую,"[""Диабло Small""]"
что-нибудь жаренького,"[""Ветчина и грибы Medium"",""Дэнвич ветчина и сыр""]"
Хочу всего по одному,"[""Сырники с малиновым вареньем"",""Цыпленок ранч Medium"",""Диабло Medium"",""Сырная Small"",""Чизкейк Нью-Йорк (новая упаковка)"",""Пицца от шефа Large"",""Салат Цезарь со смесью сыров (трекинг)"",""Аррива! Small"",""Морс Клюква 0.45"",""Морс Вишня 0.45"",""Мясная Small"",""Коктейль Классический 0.3"",""Кофе Карамельный Капучино 0.3"",""Бруслетики"",""Чоризо фреш Medium"",""Паста Песто"",""Паста Мясная"",""Пепперони Фреш Medium"",""Морс Черная смородина 0.45"",""Додстер"",""Малиновое варенье"",""Песто Medium"",""Паста Карбонара""]"
"Хочу настолько плотный завтрак, чтобы через него не прошла Spitzer-пуля калибра 8x51 мм из винтовки Лебеля образца 1886 г.","[""Сырная Large"",""Ветчина и сыр Large""]"
"Хочу нелегкий ужин на двоих бойцов сумо, они только что вылетели с татами и от удара от них открепилось около 65 кг с каждого. Нужно срочно набрать вес","[""Аррива! Medium"",""Двойной цыпленок Medium"",""Маргарита Medium"",""Пепперони Medium"",""Четыре сезона Medium""]"
"Хочу почувствовать боль падшего ангела - сына божьего, что был предан отцом и низвергнут в пучины пламенной бездны","[""Малиновое варенье"",""Сырники с малиновым вареньем""]"
"Острая, без томатного соуса, с луком","[""Аррива! Medium""]"
одна пицца с ветчиной маленькая и пепперони большая,"[""Пепперони Фреш Large"",""Ветчина и сыр Small""]"
палочки с песто и большой латте,"[""Сырные палочки с песто"",""Кофе Латте 0.4""]"
пицца 25 см и напиток,"[""Двойной цыпленок Small"",""Сок Rich Яблоко 0.3""]"
"чай рич, пицца на сливочной основе с мясом, додстер классический","[""Додстер"",""Rich Tea Черный с лимоном 0.5"",""Ветчина и сыр Small""]"
Острое,"[""Острый Додстер""]"
Пепперони,"[""Пепперони Small""]"
Не пицца,"[""Картофель из печи"",""Чесночный соус ""]"
Сытный завтрак,"[""Кофе Латте 0.4"",""Малиновое варенье"",""Сырники с малиновым вареньем""]"
Много мяса,"[""Мясной Микс с пастрами из говядины Large"",""Супермясной Додстер""]"
Что-нибудь сладенькое,"[""Бруслетики"",""Малиновое варенье""]"
хочу легкую закуску с сыром,"[""Сырный Стартер"",""Сырная Small""]"
Пиццы на троих человек,"[""Ветчина и грибы Medium"",""Двойная пепперони Medium""]"
побаловать себя вкусным,"[""Карамельное яблоко молочный коктейль 0.3"",""Малиновое варенье"",""Мороженое в стаканчике с манго и маракуйей""]"
10 одинаковых пицц,"[""Ветчина и грибы Medium""]"
5 больших пицц,"[""Бургер-пицца Large"",""Ветчина и сыр Large"",""Пепперони Фреш Large"",""Четыре сыра Large""]"
десерты на сумму до 1000 рублей,"[""Бруслетики"",""Чизкейк Шоколадный"",""Маффин Три шоколада""]"
есть что-то молочное?,"[""Коктейль Клубничный 0.3"",""Сырники с малиновым вареньем""]"
какие 5 десертов есть в меню,"[""Бруслетики"",""Чизкейк Нью-Йорк (новая упаковка)"",""Фондан"",""Маффин Три шоколада"",""Маффин Соленая карамель""]"
позавтракать без пиццы,"[""Малиновое варенье"",""Сырники с малиновым вареньем""]"
самая вкусная пицца,"[""Додо Микс Large""]"
"собери мне карзину из мясных продуктов, но не пиццы","[""Додстер"",""Супермясной Додстер"",""Сырный Стартер""]"
суп и чай,"[""Rich Tea Черный с лимоном 0.5"",""Томатный суп с митболами""]"
"суп, доддстер, пицца, десерт, салат и кофе","[""Додстер"",""Кофе Латте 0.4"",""Томатный суп с митболами"",""Салат Цезарь со смесью сыров (трекинг)"",""Сырная Small"",""Чизкейк Нью-Йорк (новая упаковка)""]"
три вида картофеля,"[""Картофель из печи"",""Картофель из печи с сырным соусом Big"",""Картофельные оладьи""]"
три разных кофе,"[""Кофе Капучино 0.4"",""Кофе Латте 0.4"",""Кофе Американо""]"
хочу пожрать что-нибудь сладкое и одну пасту с сыром,"[""Паста Мясная"",""Маффин Три шоколада""]"
Две халяльных пиццы,"[""Двойной цыпленок""]"
Лёгкий ужин на одного вегетарианца,"[""Овощи и грибы Small""]"
Три разных веганских пиццы,"[""Маргарита Medium"",""Овощи и грибы Medium"",""Четыре сыра Medium""]"
с мясом какую нибудь,"[""Цыпленок ранч Small""]"
две пеперрони,"[""Пепперони Medium""]"
две сырных,"[""Сырная Medium""]"
"у меня аллергия на грибы и овощи, посоветуй какую-нибудь пиццу","[""Четыре сыра Medium""]"
